ORF	SD	ABS
YPR055W	0.444	0.354
YPR056W	0.396	0.34
YPR057W	0.419	0.301
YPR058W	0.635	0.512
YPR059C	0.554	0.416
YPR060C	0.922	0.654
YPR061C	1.06	0.73
YPR062W	0.411	0.358
YPR063C	0.458	0.343
YPR064W	0.573	0.455
YPR065W	0.431	0.344
YPR066W	0.422	0.32
YPR067W	0.502	0.456
YPR068C	0.56	0.39
YPR069C	0.543	0.381
YPR070W	0.466	0.341
YPR071W	0.445	0.317
YPR072W	0.534	0.314
YPR073C	0.641	0.408
YPR074C	1.316	0.837
YPR075C	0.547	0.418
YPR076W	0.472	0.339
YPR077C	0.509	0.402
YPR078C	0.663	0.505
YPR079W	0.515	0.44
YPR080W	0.845	0.615
YPR081C	0.464	0.407
YPR082C	0.344	0.28
YPR083W	0.54	0.352
YPR084W	0.43	0.292
YPR085C	0.426	0.302
YPR086W	0.558	0.393
YPR087W	0.453	0.363
YPR088C	0.35	0.303
YPR089W	0.622	0.43
YPR090W	0.365	0.238
YPR091C	0.415	0.338
YPR092W	0.389	0.332
YPR093C	0.61	0.446
YPR094W	0.33	0.261
YPR095C	0.476	0.338
YPR096C	0.554	0.506
YPR097W	0.485	0.333
YPR098C	0.681	0.643
YPR099C	0.433	0.387
YPR100W	0.404	0.381
YPR101W	0.455	0.332
YPR102C	1.371	1.039
YPR103W	0.528	0.432
YPR104C	0.418	0.379
YPR105C	0.534	0.383
YPR106W	0.398	0.308
YPR107C	0.478	0.38
YPR108W	0.787	0.57
YPR109W	0.322	0.241
YPR110C	1.275	1.081
YPR111W	0.423	0.304
YPR112C	1.137	1.048
YPR113W	0.656	0.487
YPR114W	0.702	0.532
YPR115W	0.538	0.395
YPR116W	0.566	0.487
YPR117W	0.554	0.411
YPR118W	1.035	0.772
YPR119W	1.139	0.89
YPR120C	0.609	0.558
YPR121W	0.4	0.315
YPR122W	0.71	0.481
YPR123C	0.718	0.521
YPR124W	0.762	0.601
YPR125W	0.629	0.454
YPR126C	0.608	0.453
YPR127W	0.853	0.681
YPR128C	0.521	0.346
YPR129W	0.667	0.477
YPR130C	0.579	0.38
YPR131C	0.508	0.342
YPR132W	1.086	0.854
YPR133C	0.421	0.318
YPR134W	0.347	0.272
YPR135W	0.52	0.364
YPR136C	0.828	0.746
YPR137W	0.894	0.769
YPR138C	0.463	0.355
YPR139C	0.449	0.3
YPR140W	0.456	0.393
YPR141C	0.462	0.364
YPR142C	0.917	0.873
YPR143W	0.935	0.822
YPR144C	1.141	0.965
YPR145W	1.115	0.796
YPR146C	0.413	0.332
YPR147C	0.344	0.275
YPR148C	0.477	0.357
YPR149W	1.123	1.004
YPR150W	1.588	1.101
YPR151C	1.533	1.073
YPR152C	0.447	0.366
YPR153W	0.519	0.366
YPR154W	0.9	0.69
YPR155C	0.705	0.561
YPR156C	0.838	0.64
YPR157W	0.699	0.506
YPR158W	1.053	0.808
YPR159W	0.586	0.449
YPR160W	1.342	1.039
YPR161C	0.329	0.236
YPR162C	0.338	0.262
YPR163C	1.092	0.947
YPR164W	0.56	0.392
YPR165W	0.419	0.336
YPR166C	0.535	0.401
YPR167C	1.014	0.68
YPR168W	0.398	0.298
YPR169W	0.533	0.432
YPR170C	0.461	0.361
YPR171W	0.372	0.272
YPR172W	0.575	0.58
YPR173C	0.466	0.351
YPR174C	0.665	0.479
YPR175W	0.786	0.503
YPR176C	0.397	0.304
YPR177C	0.398	0.274
YPR178W	0.378	0.299
YPR179C	0.37	0.246
YPR180W	0.415	0.318
YPR181C	0.556	0.389
YPR182W	0.513	0.414
YPR183W	0.632	0.489
YPR184W	1.478	1.224
YPR185W	0.443	0.38
YPR186C	0.49	0.402
YPR187W	0.993	0.812
YPR188C	0.475	0.347
YPR189W	0.671	0.47
YPR190C	0.882	0.862
YPR191W	1.008	0.721
YPR192W	0.863	0.633
YPR193C	0.835	0.605
YPR194C	0.915	0.612
YPR195C	0.539	0.413
YPR196W	0.414	0.31
YPR197C	0.472	0.326
YPR198W	0.439	0.321
YPR199C	0.414	0.349
YPR200C	0.664	0.503
YPR201W	0.62	0.514
YPR202W	0.564	0.418
YPR203W	0.519	0.422
YPR204W	0.491	0.387
